,Virginia,Florida,California,New York,New Jersey,Oregon,Arizona,Washington,Indiana,Texas,Wisconsin,West Virginia,Utah,Pennsylvania,North Carolina,Massachusetts,Nevada,Rhode Island,Colorado,Michigan,Hawaii,Maryland,the District of Columbia,Minnesota,Tennessee,New Hampshire,Kansas,Ohio,South Carolina,Georgia,Oklahoma,New Mexico,Iowa,Missouri,Illinois,South Dakota,Vermont,Wyoming,Montana,Alabama,Connecticut,Delaware,Idaho,North Dakota,Nebraska,Mississippi,Alaska,Arkansas,Louisiana,Kentucky,Maine
8/1/06,264593.0607,256849.6107,487528.9792,283280.2882,369886.6017,262464.0621,284202.0267,304418.5421,117674.9005,136453.6172,175959.8976,101813.7967,207342.4491,164049.328,161408.801,364019.779,335584.1703,300069.8931,236567.4817,149447.6065,475847.1335,338842.9094,391467.6332,215133.2815,142793.6665,259719.3938,115306.0572,131914.4738,157312.6163,164300.4827,105675.8305,178804.9363,119481.2556,138867.2977,206632.4459,138306.9109,210151.8203,190642.3556,186187.9106,130510.9417,311780.5653,271379.7233,192242.1808,,131278.113,114953.1173,226367.0363,120391.8,146845.0261,109169.4179,206652.1031
9/1/06,264678.8104,257453.7519,486484.2384,284016.0103,369990.3566,264633.5672,282383.7596,307189.1562,118020.6099,137036.9414,176236.724,102149.1367,210828.0595,164655.4235,162294.3273,361572.0342,334902.8734,298452.1133,236625.4949,149109.7233,477989.1935,340323.2123,390775.7117,214749.2433,143571.3064,259298.5906,115642.6328,131946.0939,158291.3177,164818.6213,106009.2466,180660.1848,119785.4464,139200.3562,206975.9265,138669.3719,211261.5096,192019.8455,187401.6613,131329.0668,311837.3951,272626.2812,194111.2753,,131398.3761,115811.7927,228377.5538,120878.0617,147549.9965,109436.5251,206932.3494
10/1/06,264389.2103,257426.445,485293.6672,284556.5341,369541.1445,266218.9629,281064.3005,309558.8166,118434.9716,137757.5644,176571.8471,102612.9845,213987.5903,165127.3238,163106.8724,359379.6903,333630.327,296797.4495,236537.8546,148725.1567,478827.0258,340791.2168,389651.6949,214441.6017,144301.747,258557.3363,115991.1712,131926.2212,159100.297,165275.7069,106344.3454,182460.8988,120068.8404,139564.4879,207248.5898,138834.6843,212387.2046,193434.0488,188571.9529,132056.3604,311525.1587,273914.7187,194078.3629,,131553.3359,116871.7195,230265.0309,121246.5338,148193.0817,109727.047,207498.1639
11/1/06,264041.6894,257040.644,484024.215,284869.11,368785.659,267439.8013,279288.6374,311250.5087,118760.338,138447.6914,176841.8832,102902.6447,216928.3659,165504.4459,163786.0545,357080.3913,331791.0153,294958.2653,236217.7814,148284.3367,479876.4676,340873.0191,387903.1388,214116.023,144909.4585,257660.6833,116254.4408,131844.4209,159711.7735,165614.4159,106676.4784,184009.9828,120343.4392,139936.1624,207491.3392,139136.6234,213554.0201,194984.3504,189743.6526,132509.88,310982.2154,274436.3502,194262.7521,,131799.193,117747.522,231739.3855,121561.653,148831.6943,110022.5912,207871.2054
12/1/06,263817.5842,256268.9928,482922.8257,285201.3149,367602.5173,268650.1468,277483.8502,312444.8461,119057.923,139132.2797,177016.328,103063.852,219586.9767,165822.6784,164395.8414,355062.6753,330493.2472,293528.5261,236085.183,147748.5089,480100.1385,340646.8033,386271.6819,213993.73,145433.7131,256609.8648,116587.1139,131709.6632,160202.8404,165985.3391,107006.0042,185231.2097,120638.0885,140238.711,207819.7767,139533.0415,214659.6993,196398.1083,191026.723,132853.9039,310438.6845,274667.658,194252.3374,,131993.9758,118432.64,233214.3195,121815.7596,149422.3194,110228.7311,208123.7473
1/1/07,263564.4953,255292.7072,482013.77,285478.4804,366371.357,269602.5096,275578.0162,313342.8439,119162.1299,139493.637,177274.134,103082.1968,222236.0478,166144.6143,165012.4521,353576.9227,329137.0902,291972.588,236040.6613,147130.1912,480497.5286,340449.2382,385683.3397,213989.5687,145810.3193,255691.5658,116858.0292,131563.7533,160628.2307,166326.2803,107287.6416,186122.7137,120900.7197,140454.26,208325.1127,140202.3357,215775.4931,197517.8521,192011.4287,133050.4087,310251.2627,274050.918,195526.7725,,132157.0345,118937.7613,234410.786,122050.95,149978.6715,110394.9461,208330.8098
2/1/07,263463.5618,254237.4028,480947.367,285704.3853,365473.9639,270472.4073,274231.2381,314484.1118,119239.4618,139635.8744,177504.6793,103225.5818,224826.6054,166529.3747,165599.2637,352538.126,328213.682,290851.7199,235926.2459,146509.4526,480535.0902,340175.7424,386591.2469,214072.7743,146197.0219,254698.727,117098.1399,131470.532,161030.2469,166700.1516,107495.7067,186826.7355,121157.7705,140625.2237,208831.957,140688.3329,216785.1471,198381.0075,192683.539,133492.2089,310274.4335,273740.4029,195869.2704,,132263.9552,119280.6448,235231.8973,122273.4681,150520.2235,110551.8948,208344.5996
3/1/07,263398.1699,253024.8263,479421.7292,286003.865,365234.6405,271512.5539,273516.6238,316226.1179,119233.7521,139618.0794,177771.5267,103459.2241,227465.4323,167012.1645,166256.7908,351913.6782,327072.7933,289965.364,235861.8932,145852.7002,480996.671,340219.2469,387807.0591,213980.8459,146654.8136,254162.0819,117365.8828,131342.1972,161405.4916,167058.7513,107660.5517,187323.3118,121398.4419,140774.0031,209236.8776,140934.338,217402.2831,199308.6584,193184.4659,134031.6774,310325.9277,273654.7158,195875.8378,,132432.0867,119506.2237,235580.6726,122444.3744,151128.1164,110662.1568,208152.6502
4/1/07,263550.6248,251624.5804,477465.929,286126.327,365383.4747,272965.4194,273258.2389,318431.7843,119305.1394,139834.37,177935.6793,103735.7663,229951.3709,167457.7872,166934.9102,351269.1647,325414.466,289109.1925,235996.8908,145201.6311,481453.3532,340350.9383,388821.6428,213693.4276,147195.2801,253553.816,117731.292,131198.3809,161662.6224,167436.2685,107835.2586,188087.8152,121653.3859,140872.0662,209425.738,141011.2242,217744.4556,200390.4807,193920.0664,134724.2187,310131.7039,274191.2311,196105.9042,,132551.439,119712.3903,236051.4683,122639.8215,151754.3298,110677.9872,207839.1249
5/1/07,263367.7826,249801.2739,474415.2752,286361.0456,365321.0173,274464.9748,272930.8709,320395.243,119283.9055,140229.9411,178014.3842,103974.2975,232391.7221,167886.2452,167668.0173,350530.2515,323364.5635,288337.4636,236398.7172,144423.068,481650.2359,340412.2284,389294.6146,213202.1065,147732.147,253106.2186,118173.1052,131030.3159,161911.7463,167758.9456,108067.308,188851.8436,121787.4666,140919.1731,209446.4012,141146.4961,217999.174,201680.7985,194599.9181,135143.398,309775.6154,274966.7849,196667.6081,,132623.351,120095.1028,236830.3818,122738.1247,152176.3785,110675.0962,207439.216
6/1/07,262776.2104,247522.4677,470902.0219,286396.9314,364556.8807,275500.1123,272009.2681,321658.8404,119250.0429,140744.2707,178011.0695,104171.9573,235065.711,168212.2533,168377.3592,349494.0422,320553.447,286703.1604,236814.9837,143693.8816,481620.5952,340204.9453,389394.4318,212563.4354,148214.5829,252391.2664,118558.8853,130877.6575,162079.3104,167977.1796,108370.834,189980.5276,121833.255,140914.0784,209325.0349,141529.2356,218375.034,203116.9464,195250.5846,135419.133,309088.5113,275952.7339,197141.3342,,132367.6892,120426.1999,237638.1167,122829.9438,152521.3455,110693.7058,206763.6735
7/1/07,261661.6337,244777.2758,466405.6812,286454.1991,363133.1403,276042.8181,270460.4314,322244.6002,119128.3922,141203.2574,177821.6553,104321.6944,237763.0956,168563.8326,168988.5643,348087.2107,317215.4876,285391.6215,237122.0375,142817.4785,480763.6815,339744.2348,389401.6816,211682.5791,148611.5978,251756.3502,118875.2846,130673.6668,162243.7949,168080.2834,108734.0866,190866.7815,121829.9614,140886.2598,209049.4071,141876.2609,218591.2287,204193.3565,195672.2711,135511.6333,308222.1309,276497.5921,197586.543,,132230.1292,120596.8647,238469.5456,122894.6562,152788.3196,110768.1918,205702.5523
8/1/07,260422.2767,241743.2413,461717.0297,286533.388,361407.7611,276147.2749,268334.8347,322698.2266,119090.1982,141691.091,177695.7004,104478.4187,240417.6069,168816.1598,169539.6036,346628.9336,313630.6826,283916.9758,237266.7833,142051.6511,480128.0343,339180.6386,389314.2553,210868.0242,148919.3836,251226.2926,119214.829,130432.7235,162380.3235,168118.1558,109078.034,191630.6061,121917.893,140824.9384,208699.3234,142315.768,218583.2277,204968.3952,196234.7159,135635.9457,307437.3731,276721.6533,197970.7053,,132143.4056,120742.3499,239260.0245,123059.3463,153167.6696,110857.3873,205385.7118
9/1/07,259288.6908,238637.0414,456447.6921,286539.4531,359718.1775,276106.3122,265675.814,322902.6503,119042.8418,142171.8332,177602.5122,104580.1873,242422.9478,168943.0873,169973.0329,345196.6991,309627.3718,282842.59,237081.2492,141087.9791,479130.6554,338366.9752,389322.8275,210059.8785,149063.8494,250686.0489,119474.371,130246.5085,162466.2177,168007.2744,109349.882,191876.234,122030.4079,140703.7961,208142.7638,142670.3289,218728.459,205490.676,196802.3062,135735.3921,306896.9751,276498.5803,198272.1978,,132183.2333,120931.3447,240212.4836,123175.8567,153505.1479,110940.5611,205518.5773
10/1/07,258307.2362,235460.1183,450917.9712,286747.3833,358176.6954,275784.1233,262994.3892,322383.694,119112.9009,142614.5243,177632.411,104675.4791,243964.8878,169026.2612,170313.8497,343582.6745,305745.6435,281651.5138,236637.6377,140119.1374,478753.2544,336877.1484,389786.1622,209341.706,149090.6693,250063.0235,119691.516,130030.0222,162402.3485,167790.3225,109530.8836,191950.9858,122159.3455,140519.1244,207523.0219,143085.3608,219147.3428,206081.6417,197428.1206,135823.6,306361.393,276397.8524,198465.3146,,131888.9485,121175.5538,241185.0305,123276.4184,153752.7913,111055.4198,206110.9374
11/1/07,257336.9367,232138.2823,445359.4033,286956.7851,356626.7429,275086.1305,259484.5665,321129.2611,119328.8468,142983.3979,177596.0536,104714.803,245263.7484,169132.5559,170566.2874,341921.1613,300271.9125,280883.5363,235903.68,139037.2369,478316.8902,334389.3785,390068.9304,208363.4883,148926.7081,249108.1884,119714.5938,129675.3669,162268.0762,167389.0714,109698.033,191941.0551,122278.4667,140209.8841,206877.6925,143554.3538,219775.6257,206603.9697,198122.0426,135811.066,305422.4477,275892.6912,198636.6919,,131559.8755,121304.2408,242011.6721,123271.432,153950.4825,111101.2023,206105.9679
12/1/07,256057.3507,228769.3849,439400.7327,287070.5091,355051.9607,274141.8231,255989.9546,319616.5327,119666.77,143323.6569,177536.7304,104801.9181,246533.3343,169216.1837,170729.4016,340255.0022,294332.9571,280152.8001,235044.1065,138079.2264,478034.9512,331526.3326,389831.462,207124.6488,148664.2046,247918.3432,119674.2737,129227.202,162110.6679,166975.5327,109832.5241,192025.335,122460.8043,139869.1524,206112.0776,144117.8728,220399.4358,207008.9226,198900.0831,135716.3081,304247.0894,274826.8249,199002.4727,,131219.1648,121230.123,242731.6631,123267.1895,154035.5103,111105.3974,206208.1869
1/1/08,254575.7164,225109.3254,433467.2671,287140.8375,353670.6373,272754.5823,252248.4979,318115.0848,119893.9818,143186.1264,177422.1689,104933.8451,247374.1646,169172.5803,170838.4825,338521.9402,286903.3623,279100.0369,234036.9714,137100.8662,477396.8768,329047.9765,389223.8412,205693.7405,148227.7112,246564.5656,119587.0861,128745.7554,162061.7836,166353.2612,109881.8095,191993.764,122696.4998,139562.4995,205276.5783,144770.4946,221473.5724,207271.7499,199619.7608,135510.548,302232.2751,273083.7346,199392.8648,,130862.4926,121195.1107,243304.3422,123224.7439,154130.8151,111052.8744,206299.4356
2/1/08,252915.126,221496.9555,426463.9344,287000.3234,352567.4577,271691.2904,247752.2694,316757.1008,119960.2112,142788.4383,177103.3483,105136.5338,247508.883,169141.9611,170903.8113,336556.3509,278807.9634,277339.0705,233121.5077,135971.4349,476450.3116,327060.5337,388375.6359,204042.9558,147808.4339,245449.5398,119528.6879,128281.862,161953.9731,165653.6402,109945.2763,191846.2531,122808.032,139419.2854,203632.3994,145309.8204,221878.6692,207508.3307,200089.2072,135300.9089,300060.4811,271459.2815,200124.5078,,130353.8562,121069.9665,243365.6136,123237.0854,154086.2181,111026.2926,206410.5134
3/1/08,250961.4997,217638.9753,418098.0204,286840.088,351173.3096,270387.2234,242816.3205,315392.9208,119919.9263,142202.8821,176525.0349,105306.1055,246784.9239,169075.4906,170983.9648,334403.0799,270485.3792,275461.7233,232243.3542,134604.8495,476272.4765,325066.7869,387280.6835,202442.0327,147454.7152,244227.7811,119581.0308,127902.7664,161696.73,164804.893,109841.4163,191528.6715,122747.7847,139317.3175,202861.6777,145646.6024,222010.9198,207714.0695,199864.5619,135059.3343,297525.3174,270667.6506,200359.4553,,129929.1624,120987.0664,243396.3113,123269.8019,154007.8071,111003.0361,206351.9945
4/1/08,248737.6603,213882.2473,408291.4534,286475.3091,349044.6739,269058.0616,237069.8663,313534.6561,119827.1616,141895.6004,175799.1391,105455.5497,245432.5462,169029.2465,171026.4037,332380.3059,263329.3828,273448.4137,231470.3304,133014.5415,476442.2687,322649.7152,385704.6301,200885.7502,147259.9362,243235.014,119675.786,127574.4206,161372.5073,164074.9376,109853.3942,191052.5664,122563.2945,139068.8908,201424.3131,145727.2053,221364.7801,207747.846,199471.4266,134878.0456,295566.0915,270297.9655,200223.3549,,129673.2491,120670.8598,243163.2654,123324.6386,153892.6917,110859.2853,205739.1067
5/1/08,246368.8509,209846.2113,397852.9705,285865.3671,346148.6828,267192.4992,232570.1305,311089.0747,119690.7922,141675.4021,175123.6324,105590.6543,243694.9951,168824.7943,170978.1563,330636.7999,257455.0839,271085.2726,230606.394,131461.3923,477805.1314,319477.317,384078.7572,199501.8321,147123.702,241427.2933,119872.8969,127308.4806,161067.0822,163375.5816,109894.6998,190456.3776,122428.1051,138725.1308,200918.6441,145721.4156,220808.142,207609.2097,199253.5247,134761.4877,294016.9567,269678.2674,199039.9088,,129522.768,120116.6497,243198.5771,123276.6282,153851.7077,110676.4107,204695.8709
6/1/08,244308.8944,205921.1782,387715.9851,285032.82,343171.0248,265155.3132,228176.0388,308255.094,119560.1194,141477.9282,174632.9263,105784.2718,241678.2547,168498.5353,170748.1474,329087.6132,251127.6534,268551.7481,229756.349,129946.271,478266.9666,315774.2347,382501.0492,198240.155,146939.7492,239393.602,120053.7959,127006.1183,160793.7447,162640.9448,110113.9054,189670.6654,122304.7437,138290.5848,199254.4862,145792.5744,220194.113,207290.1303,199507.7661,134745.6584,292737.2606,268132.8552,197684.4457,,129372.6632,119498.591,243108.3033,123112.7771,153847.7129,110485.8641,203117.1027
7/1/08,242206.8467,201908.0184,377449.3223,283929.4999,340317.9552,263064.8643,223600.5457,305493.2693,119365.1994,141314.6548,174155.3695,106018.9583,239584.1788,167918.2617,170360.3575,327347.5242,244336.1218,265615.8094,228753.8041,128416.3626,475417.2641,311499.2002,380126.2064,196874.0263,146621.6848,237216.9613,120128.5388,126712.2726,160296.4984,161763.0592,110216.517,188749.3061,122188.4514,137834.9181,198174.2544,145891.6892,219448.9591,207038.1088,199789.1164,134693.6074,291220.5046,266175.6733,196292.8794,,129201.813,118846.1115,243084.7403,122909.2262,153848.4644,110414.5276,201686.732
8/1/08,239883.6065,197735.6181,367565.4809,282736.1516,337582.5806,260803.6376,217864.223,302494.21,119055.6314,140966.6612,173615.8932,106205.1734,237306.4366,167162.9476,169907.1994,325347.8991,237218.4962,262479.1738,227797.2127,126605.5051,470176.4752,307258.2404,376966.093,195173.7492,146162.5161,235275.0002,120200.628,126360.1503,159642.2635,160748.971,110227.0563,187731.8537,122092.5425,137336.016,196150.1831,146070.921,219013.7271,206812.2731,199702.5541,134457.367,289166.9755,263966.2985,194915.7629,,128978.6352,118331.1251,243272.5896,122627.0255,153901.5574,110411.2564,200293.0098
9/1/08,237482.2068,193492.3592,358434.0153,281402.3878,334785.529,258456.7356,212094.6154,299428.5716,118646.5104,140463.1514,172932.9249,105677.6657,235332.3386,166366.0596,169425.3742,322843.0297,230039.2839,259186.181,226993.7157,124841.657,464021.701,302955.2224,374156.0318,193234.083,145620.7728,233452.2469,120156.1559,125940.7231,158926.9732,159668.9786,110223.6977,186785.6922,122047.9199,136859.3369,194429.0677,146243.5021,218569.3602,206551.7059,199520.5723,134169.4998,286632.6357,262017.8759,193435.3617,,128613.0875,117831.3938,243365.1363,122351.1595,153925.2526,110439.2668,199245.7705
10/1/08,235451.0714,189200.4038,350537.5942,279799.5213,331825.0017,256071.7181,207034.596,296528.6243,118310.2067,139864.2308,171985.3238,,233492.0469,165674.3034,168934.1817,320133.1107,223224.2415,255845.9021,226358.5719,123315.4788,460095.4636,298897.5933,372586.0067,191203.5761,145112.8136,231437.6586,120119.7441,125393.2496,158271.7927,158467.3379,110295.2231,185694.3271,121959.5234,136428.6461,192093.4593,146466.7337,218107.8064,206190.9699,199287.9251,133762.17,283973.1143,259883.4337,191812.0793,,128128.2508,117443.4044,243588.5142,122020.9312,153892.1541,110455.1738,198324.3234
11/1/08,233769.116,184980.3379,342882.2166,278044.7914,328680.711,253764.9991,201339.4726,293737.7003,117998.5433,139276.6505,170842.746,103882.2195,231818.4185,165023.1505,168317.519,317392.8844,215857.9451,252595.4547,225643.9299,121935.9107,456744.1864,295496.859,371284.0366,189339.9621,144579.8753,229866.7198,119844.4808,124843.0163,157419.1594,156969.1597,110265.5768,184615.4561,121862.7111,135878.4715,189905.397,146719.4369,217612.5523,205917.5827,199267.2051,133413.1648,281459.076,258093.2735,190103.9028,,127568.2233,117183.6864,243654.2402,121715.6456,153619.9594,110396.5804,197615.8209
12/1/08,232251.3633,180945.5225,335537.0993,276362.2123,325801.4614,251341.1793,195442.8403,290834.1909,117616.5261,138733.3131,169705.4543,103505.1237,229970.8369,164321.2854,167579.3755,314933.1357,209394.4321,249157.4209,224846.6806,120309.8057,453665.8962,292355.757,369544.4136,187657.5599,144029.4449,228242.9137,119551.266,124188.8767,156541.9696,155162.3163,110151.217,183714.5889,121751.8759,135283.7795,187335.6994,146929.9262,217170.8035,205777.6507,199199.7384,132902.8493,279355.1916,256333.8397,188297.9648,,126988.5709,117007.3135,243622.0173,121365.3097,153313.3108,110293.7606,196620.0417
1/1/09,230602.1655,177150.6285,328671.0445,274805.8639,323595.68,249231.8259,189966.0216,288217.1927,117261.875,138238.9721,168227.8407,103578.308,227695.6892,163605.435,166767.036,312803.3642,202870.529,245733.3599,224080.6486,118290.3524,450960.2359,289292.021,368891.7698,186070.1817,143521.939,227218.0785,119140.7637,123434.3444,155534.0324,153323.7298,109989.3455,183082.7187,121594.844,134700.2656,184565.0603,147198.9167,216959.3197,205762.9191,199077.5546,132474.5052,277503.5425,254898.4253,186331.6973,159596.729,126475.781,116732.6069,243430.1981,120985.033,153016.0598,110210.8002,195438.279
2/1/09,229008.8558,173778.5944,323670.935,273466.5628,321798.8555,246948.8705,186464.2801,285526.1671,116950.6177,137979.3632,167178.4951,103734.091,225431.6071,163135.0799,166156.3852,310768.4159,197707.7598,242556.4328,223618.0201,116199.164,447428.5484,285974.4861,368997.6702,184574.573,143131.5288,226180.9252,118910.1839,122607.8987,154619.8835,151675.2295,109745.0824,182426.4922,121385.0838,134271.3289,182357.2953,147241.3853,216863.1355,205653.4641,198687.2927,131985.6139,276327.0473,253539.505,184191.9803,159606.4755,126174.0519,116424.9381,243604.9734,120538.0039,152923.7369,110179.764,194350.9307
3/1/09,227447.7775,170608.5397,319529.6187,272279.3599,320064.7,244664.2844,183324.6393,282707.5751,116772.9858,137872.839,166297.7612,103915.6574,223153.9601,162902.7022,165672.9616,308688.33,192646.4373,239460.2697,223304.4412,114172.0921,444044.6379,282537.4029,368882.0641,182847.7711,142754.909,225283.7871,118815.2311,121860.4598,153866.15,150192.7984,109566.1727,181246.5359,121201.258,133946.0539,180204.9162,147162.8897,216721.7383,205259.5993,198327.618,131508.1151,274929.8852,252067.4582,181987.0648,159564.1266,126354.0718,116167.3955,243935.5682,120063.5195,152896.8304,110130.2043,193233.0261
4/1/09,226054.195,167452.1142,315638.1856,271268.3298,317842.5089,242066.0369,180149.4891,279048.9241,116627.2017,137856.4027,166072.325,103831.7133,221368.0093,162762.7447,165177.3866,306875.7415,187623.267,237072.3442,223065.4687,112430.3798,440415.946,279044.8813,367011.0531,181251.1175,142252.2804,223718.6487,118978.0933,121333.9196,153157.472,148617.1089,109431.6973,180150.8052,121093.6142,133625.7453,178843.9339,146835.7147,216453.4608,204653.7265,197903.9773,130906.9797,273585.1559,250662.845,179752.2102,159353.795,126621.922,115992.5922,244147.3967,119586.3328,153056.4917,110039.9256,192248.1228
5/1/09,224868.7872,164398.5216,311867.258,270339.0621,315472.4032,239609.3266,176581.5399,275601.0495,116501.8396,137856.2179,165667.4495,103635.9461,219530.6342,162519.3028,164526.8509,305647.8796,181785.565,234983.2629,222767.627,110901.7187,436649.7883,275770.6435,364162.5843,179986.0712,141592.9311,222051.6728,119175.6049,120962.3654,152346.3962,146973.1999,109477.8599,179116.193,121030.0899,133219.0208,177230.9185,146470.9565,216244.2353,204219.5416,197490.9678,130314.5818,271538.6011,249002.3945,177624.7891,159008.0687,127008.4132,115786.9208,243817.4591,119203.3085,153127.2921,109874.5792,190485.4447
6/1/09,223782.7534,161493.7732,308571.7231,269329.9033,313079.6752,237132.7325,173550.6222,272561.6966,116388.7459,137832.2411,165225.5986,103407.3853,217722.3889,162185.3644,163790.8759,304857.0207,175685.8835,233297.6078,222425.4792,109502.8479,432078.1981,273280.6911,362046.9358,179158.7594,140906.6341,220686.5169,119399.334,120636.1208,151351.7411,145398.4241,109603.2236,178954.4876,120927.9081,132666.5296,175943.7441,146092.2283,215902.6501,203940.7272,196843.9725,129694.8796,269461.7473,247499.3036,175752.5262,158607.8803,127191.1813,115507.0568,243395.7576,118927.1403,153182.6577,109696.1055,188880.2917
7/1/09,222819.8004,159008.3688,306127.7603,268283.991,310891.021,234680.7547,171004.3751,270346.2153,116168.1107,137843.0636,164619.8185,103143.7773,215969.4768,161820.0897,163061.4446,304285.7395,169701.8992,231647.8296,221922.4217,108327.4678,427609.8995,271051.7829,359738.749,178571.0538,140254.2737,219622.872,119542.6968,120246.4025,150429.3541,144067.6772,109742.7677,178575.7813,120845.6997,132036.7587,174680.4421,145654.6728,215266.5751,203686.6793,196068.2241,129102.3779,267272.3771,246202.708,173966.9263,158332.0555,127324.4606,115251.4036,242938.5161,118658.7822,153089.5977,109489.9377,187238.6607
8/1/09,221822.4228,156718.4839,304085.1297,267154.9812,309001.4121,232628.0467,168683.2568,268409.8181,115899.6669,137727.6703,164128.8744,102935.6347,214294.2733,161390.5018,162236.1157,303754.8637,164915.0329,230327.1392,221430.7975,107198.8879,424173.1873,269131.1809,357753.5525,178088.1128,139728.2148,218678.5702,119627.5756,119824.3927,149693.1424,142932.6866,109881.8551,178305.3416,120743.0422,131477.7376,173535.7756,145238.5527,214286.5139,203129.7533,195158.5038,128488.1694,265681.0081,245353.5629,172187.7162,158512.9299,127397.8429,114925.7208,242534.1293,118325.1979,152888.0256,109297.4556,186399.3821
9/1/09,220844.7896,154621.9657,302485.153,266204.0474,307414.9533,231141.6003,166532.6046,266805.4856,115612.5468,137575.411,163593.7913,102274.617,212699.3667,160984.5802,161483.5443,303413.8694,161194.2168,229463.9926,221016.6517,106204.5248,420136.7523,266913.6292,355419.1318,177486.9187,139293.6917,217639.4223,119576.4772,119434.5828,149043.3303,141864.3468,109990.2843,177542.9764,120639.9789,130959.0488,171973.2299,144815.5535,213341.3105,202460.2231,194225.8372,127902.1732,264324.7548,244638.8197,170283.8051,158937.1531,127593.6172,114564.3842,242144.3473,117931.8724,152636.5745,109088.9385,185708.9755
10/1/09,219963.965,152848.2838,301632.2524,265468.2487,306255.3962,230127.6121,164242.7077,265736.282,115358.5778,137373.2533,163060.7128,101491.0963,211263.6513,160707.7973,160856.0979,303142.3034,158715.7402,228981.3508,220798.0238,105096.1208,415612.9587,265061.9861,352978.1373,176739.6163,138962.6656,216722.6996,119539.483,119154.516,148443.4264,140806.2445,110023.1068,177328.5615,120525.7334,130562.7601,170452.1744,144478.3877,212654.8039,201769.5314,193578.5079,127415.9158,263251.6478,244025.4962,168587.6097,159325.0172,127931.8418,114146.8956,241760.667,117559.1535,152374.9288,108935.5227,185068.8328
11/1/09,219463.632,151665.7018,302472.501,264998.0334,305480.2021,229299.2545,163249.8021,265201.2613,115211.1778,137415.65,162485.6557,100593.8727,210237.739,160651.68,160432.9834,303179.4074,156850.8434,229009.0209,220817.314,104122.243,411519.3085,263600.1983,352000.6725,175970.6372,138678.7939,216144.8604,119472.9866,118875.8656,147985.0092,139865.8284,110140.9632,176985.9599,120438.1984,130429.0292,168965.7148,144189.3466,212124.3126,201037.0772,193013.1244,127020.4631,261878.2434,243358.7287,167159.765,159263.7008,128239.4864,113799.6171,241735.2956,117353.1629,152279.597,108829.4383,184364.3369
12/1/09,219372.4851,150766.9539,304395.7251,264682.5608,305170.5213,228643.8949,162970.2459,264845.0953,115147.0039,137539.6749,162014.2815,100134.9817,209492.8892,160738.8194,160031.5348,303733.7955,155041.8632,229128.1856,221016.6198,103247.373,410382.3503,262614.1582,353012.2906,175516.6206,138473.3465,215870.1877,119404.7896,118638.9543,147699.1385,139116.1091,110263.476,176658.3845,120373.7689,130513.6522,168206.083,144089.3339,211743.3283,200501.4675,192499.5975,126696.8592,260559.0258,242580.4461,166304.4809,159082.968,128635.7994,113527.7333,242033.1885,117278.3308,152096.6813,108815.93,183934.6582
1/1/10,219666.4848,150075.0987,306349.0498,264452.4819,305095.6052,228012.7696,162892.107,263875.0745,115078.298,137599.929,161896.9229,99943.83271,208762.5492,160987.0502,159662.1038,304797.7478,153982.7405,230021.9191,221516.8161,102684.4907,411344.7779,262066.5221,354814.1619,175304.4647,138373.6916,215853.4904,119300.5751,118412.2737,147559.9163,138418.3512,110449.2317,176443.5527,120376.3155,130554.6325,167464.5561,144169.7633,211441.3606,200157.3503,191741.8536,126497.6799,259287.7322,242042.2443,165270.4084,158998.3478,129097.0129,113372.6405,242751.3785,117366.533,152078.2161,108796.3259,183646.6712
2/1/10,220014.2723,149472.6253,307165.0883,264433.7471,305170.8771,227513.5219,162044.6584,262766.3754,115089.7606,137586.4445,162096.6952,99955.45489,208075.962,161333.1388,159259.7368,306178.8889,153083.8957,231023.7227,222103.1797,102147.9809,414436.4138,261443.7113,355430.6883,175381.6321,138310.2149,215681.0126,119142.8875,118359.1234,147377.8892,137817.8131,110596.9838,176439.8188,120449.9441,130390.2223,167120.4977,144243.9436,211320.4827,200095.1292,191032.509,126355.4347,258633.3672,241822.2101,164499.1021,158892.5223,129532.3429,113302.2509,243016.9918,117468.5908,152113.0049,108775.6217,183592.7567
3/1/10,220384.2829,149062.2251,308207.7231,264513.2514,305111.1545,227368.603,160984.4417,261696.5266,115106.7039,137611.2719,162463.8203,100180.2089,207486.8768,161814.1591,158938.2564,307329.8732,152301.2221,232137.9807,222618.2325,101807.8407,416501.3652,261002.6623,355116.8358,175831.122,138332.9806,215290.8835,119181.6561,118333.675,147129.6951,137335.5137,110821.8568,176697.8117,120670.5965,130328.4225,166310.2567,144364.0762,211452.5907,200100.3829,190648.8487,126086.9783,258618.0125,241809.6988,163515.6383,158615.557,129692.4827,113221.6817,243230.9664,117601.0988,152337.8154,108822.7868,183986.3759
4/1/10,220782.482,148703.8992,309506.3403,264911.9849,305008.129,227160.5668,160464.1799,261634.8864,115272.1975,137784.7992,162804.3627,100470.4238,207182.7815,162281.6198,158790.3904,308489.6491,151073.4373,232312.9993,222777.8268,101660.2585,418868.7376,260660.5552,356149.3527,176371.3725,138385.9889,214729.1281,119292.3491,118374.861,146949.6338,137118.2505,111122.9235,176407.7504,120892.51,130480.1028,166403.7167,144494.4781,211632.5254,200199.9572,190491.6107,125706.6878,259335.2117,241616.9831,162872.3706,158280.5868,130069.6733,113091.419,243372.2606,117697.3108,152473.2939,108959.8179,184921.5329
